date,price,volume,case
Jan 13 2023 01: +0,0.426,9136,Revolver Case
Jan 14 2023 01: +0,0.426,9849,Revolver Case
Jan 15 2023 01: +0,0.419,12412,Revolver Case
Jan 16 2023 01: +0,0.432,11159,Revolver Case
Jan 17 2023 01: +0,0.442,10874,Revolver Case
Jan 18 2023 01: +0,0.442,8473,Revolver Case
Jan 19 2023 01: +0,0.435,8247,Revolver Case
Jan 20 2023 01: +0,0.451,11070,Revolver Case
Jan 21 2023 01: +0,0.457,11174,Revolver Case
Jan 22 2023 01: +0,0.458,12481,Revolver Case
Jan 23 2023 01: +0,0.459,10374,Revolver Case
Jan 24 2023 01: +0,0.456,10299,Revolver Case
Jan 25 2023 01: +0,0.447,9031,Revolver Case
Jan 26 2023 01: +0,0.455,9096,Revolver Case
Jan 27 2023 01: +0,0.472,12157,Revolver Case
Jan 28 2023 01: +0,0.502,20365,Revolver Case
Jan 29 2023 01: +0,0.523,14051,Revolver Case
Jan 30 2023 01: +0,0.523,11167,Revolver Case
Jan 31 2023 01: +0,0.531,12747,Revolver Case
Feb 01 2023 01: +0,0.54,14921,Revolver Case
Feb 02 2023 01: +0,0.57,13343,Revolver Case
Feb 03 2023 01: +0,0.579,13452,Revolver Case
Feb 04 2023 01: +0,0.592,18706,Revolver Case
Feb 05 2023 01: +0,0.613,16021,Revolver Case
Feb 06 2023 01: +0,0.606,12197,Revolver Case
Feb 07 2023 01: +0,0.604,12895,Revolver Case
Feb 08 2023 01: +0,0.596,9900,Revolver Case
Feb 09 2023 01: +0,0.598,12380,Revolver Case
Feb 10 2023 01: +0,0.6,14470,Revolver Case
Feb 11 2023 01: +0,0.612,17084,Revolver Case
Feb 12 2023 01: +0,0.612,16062,Revolver Case
Feb 13 2023 01: +0,0.643,18387,Revolver Case
Feb 14 2023 01: +0,0.665,13808,Revolver Case
Feb 15 2023 01: +0,0.698,14640,Revolver Case
Feb 16 2023 01: +0,0.77,16381,Revolver Case
Feb 17 2023 01: +0,0.776,16055,Revolver Case
Feb 18 2023 01: +0,0.809,15953,Revolver Case
Feb 19 2023 01: +0,0.756,13582,Revolver Case
Feb 20 2023 01: +0,0.689,13835,Revolver Case
Feb 21 2023 01: +0,0.717,10063,Revolver Case
Feb 22 2023 01: +0,0.723,10960,Revolver Case
Feb 23 2023 01: +0,0.703,9831,Revolver Case
Feb 24 2023 01: +0,0.695,11891,Revolver Case
Feb 25 2023 01: +0,0.733,14407,Revolver Case
Feb 26 2023 01: +0,0.741,12305,Revolver Case
Feb 27 2023 01: +0,0.728,9990,Revolver Case
Feb 28 2023 01: +0,0.758,10208,Revolver Case
Mar 01 2023 01: +0,0.75,11948,Revolver Case
Mar 02 2023 01: +0,0.74,13414,Revolver Case
Mar 03 2023 01: +0,0.756,14442,Revolver Case
Mar 04 2023 01: +0,0.765,14509,Revolver Case
Mar 05 2023 01: +0,0.757,17595,Revolver Case
Mar 06 2023 01: +0,0.747,12168,Revolver Case
Mar 07 2023 01: +0,0.737,14424,Revolver Case
Mar 08 2023 01: +0,0.738,15863,Revolver Case
Mar 09 2023 01: +0,0.757,18982,Revolver Case
Mar 10 2023 01: +0,0.778,15430,Revolver Case
Mar 11 2023 01: +0,0.774,17253,Revolver Case
Mar 12 2023 01: +0,0.788,16480,Revolver Case
Mar 13 2023 01: +0,0.786,12134,Revolver Case
Mar 14 2023 01: +0,0.78,16113,Revolver Case
Mar 15 2023 01: +0,0.804,20433,Revolver Case
Mar 16 2023 01: +0,0.807,18516,Revolver Case
Mar 17 2023 01: +0,0.817,21566,Revolver Case
Mar 18 2023 01: +0,0.821,21438,Revolver Case
Mar 19 2023 01: +0,0.833,18649,Revolver Case
Mar 20 2023 01: +0,0.845,17363,Revolver Case
Mar 21 2023 01: +0,0.858,17067,Revolver Case
Mar 22 2023 01: +0,0.897,31237,Revolver Case
Mar 23 2023 01: +0,0.91,24692,Revolver Case
Mar 24 2023 01: +0,0.975,22375,Revolver Case
Mar 25 2023 01: +0,1.017,22331,Revolver Case
Mar 26 2023 01: +0,1.052,23976,Revolver Case
Mar 27 2023 01: +0,1.098,22052,Revolver Case
Mar 28 2023 01: +0,1.156,23680,Revolver Case
Mar 29 2023 01: +0,1.194,20102,Revolver Case
Mar 30 2023 01: +0,1.267,22926,Revolver Case
Mar 31 2023 01: +0,1.449,23652,Revolver Case
Apr 01 2023 01: +0,1.424,27807,Revolver Case
Apr 02 2023 01: +0,1.452,23444,Revolver Case
Apr 03 2023 01: +0,1.39,21567,Revolver Case
Apr 04 2023 01: +0,1.35,20068,Revolver Case
Apr 05 2023 01: +0,1.343,18922,Revolver Case
Apr 06 2023 01: +0,1.362,22729,Revolver Case
Apr 07 2023 01: +0,1.386,23374,Revolver Case
Apr 08 2023 01: +0,1.472,24374,Revolver Case
Apr 09 2023 01: +0,1.563,21815,Revolver Case
Apr 10 2023 01: +0,1.577,18423,Revolver Case
Apr 11 2023 01: +0,1.546,16647,Revolver Case
Apr 12 2023 01: +0,1.515,21028,Revolver Case
Apr 13 2023 01: +0,1.588,22679,Revolver Case
Apr 14 2023 01: +0,1.759,22468,Revolver Case
Apr 15 2023 01: +0,1.959,24822,Revolver Case
Apr 16 2023 01: +0,2.072,19829,Revolver Case
Apr 17 2023 01: +0,2.015,20636,Revolver Case
Apr 18 2023 01: +0,2.095,22658,Revolver Case
Apr 19 2023 01: +0,2.058,17840,Revolver Case
Apr 20 2023 01: +0,1.863,25435,Revolver Case
Apr 21 2023 01: +0,1.776,21371,Revolver Case
Apr 22 2023 01: +0,1.698,17512,Revolver Case
Apr 23 2023 01: +0,1.442,26142,Revolver Case
Apr 24 2023 01: +0,1.46,18345,Revolver Case
Apr 25 2023 01: +0,1.343,22756,Revolver Case
Apr 26 2023 01: +0,1.334,16711,Revolver Case
Apr 27 2023 01: +0,1.43,18910,Revolver Case
Apr 28 2023 01: +0,1.546,17020,Revolver Case
Apr 29 2023 01: +0,1.625,17856,Revolver Case
Apr 30 2023 01: +0,1.579,15609,Revolver Case
May 01 2023 01: +0,1.498,13004,Revolver Case
May 02 2023 01: +0,1.506,16242,Revolver Case
May 03 2023 01: +0,1.525,17577,Revolver Case
May 04 2023 01: +0,1.584,15318,Revolver Case
May 05 2023 01: +0,1.447,17088,Revolver Case
May 06 2023 01: +0,1.506,14688,Revolver Case
May 07 2023 01: +0,1.458,13759,Revolver Case
May 08 2023 01: +0,1.375,16249,Revolver Case
May 09 2023 01: +0,1.36,14652,Revolver Case
May 10 2023 01: +0,1.393,20140,Revolver Case
May 11 2023 01: +0,1.466,17902,Revolver Case
May 12 2023 01: +0,1.495,18615,Revolver Case
May 13 2023 01: +0,1.525,16600,Revolver Case
May 14 2023 01: +0,1.496,15023,Revolver Case
May 15 2023 01: +0,1.501,14872,Revolver Case
May 16 2023 01: +0,1.482,11654,Revolver Case
May 17 2023 01: +0,1.482,11955,Revolver Case
May 18 2023 01: +0,1.497,11918,Revolver Case
May 19 2023 01: +0,1.494,12329,Revolver Case
May 20 2023 01: +0,1.466,13729,Revolver Case
May 21 2023 01: +0,1.455,12562,Revolver Case
May 22 2023 01: +0,1.448,14016,Revolver Case
May 23 2023 01: +0,1.489,14778,Revolver Case
May 24 2023 01: +0,1.485,12903,Revolver Case
May 25 2023 01: +0,1.505,13603,Revolver Case
May 26 2023 01: +0,1.492,12464,Revolver Case
May 27 2023 01: +0,1.509,14238,Revolver Case
May 28 2023 01: +0,1.526,16291,Revolver Case
May 29 2023 01: +0,1.606,12631,Revolver Case
May 30 2023 01: +0,1.632,12862,Revolver Case
May 31 2023 01: +0,1.615,14843,Revolver Case
Jun 01 2023 01: +0,1.691,14832,Revolver Case
Jun 02 2023 01: +0,1.756,17097,Revolver Case
Jun 03 2023 01: +0,1.843,13737,Revolver Case
Jun 04 2023 01: +0,1.862,11698,Revolver Case
Jun 05 2023 01: +0,1.796,9991,Revolver Case
Jun 06 2023 01: +0,1.833,10031,Revolver Case
Jun 07 2023 01: +0,1.812,12244,Revolver Case
Jun 08 2023 01: +0,1.843,12509,Revolver Case
Jun 09 2023 01: +0,1.861,11972,Revolver Case
Jun 10 2023 01: +0,1.909,12958,Revolver Case
Jun 11 2023 01: +0,1.858,10171,Revolver Case
Jun 12 2023 01: +0,1.885,10895,Revolver Case
Jun 13 2023 01: +0,1.926,10777,Revolver Case
Jun 14 2023 01: +0,1.924,9145,Revolver Case
Jun 15 2023 01: +0,1.89,9592,Revolver Case
Jun 16 2023 01: +0,1.926,9019,Revolver Case
Jun 17 2023 01: +0,1.932,9436,Revolver Case
Jun 18 2023 01: +0,1.927,8860,Revolver Case
Jun 19 2023 01: +0,1.847,6866,Revolver Case
Jun 20 2023 01: +0,1.855,7738,Revolver Case
Jun 21 2023 01: +0,1.874,9042,Revolver Case
Jun 22 2023 01: +0,1.871,7821,Revolver Case
Jun 23 2023 01: +0,1.798,8439,Revolver Case
Jun 24 2023 01: +0,1.803,7448,Revolver Case
Jun 25 2023 01: +0,1.763,7355,Revolver Case
Jun 26 2023 01: +0,1.757,6887,Revolver Case
Jun 27 2023 01: +0,1.748,7250,Revolver Case
Jun 28 2023 01: +0,1.716,6908,Revolver Case
Jun 29 2023 01: +0,1.627,7095,Revolver Case
Jun 30 2023 01: +0,1.513,9206,Revolver Case
Jul 01 2023 01: +0,1.519,8082,Revolver Case
Jul 02 2023 01: +0,1.496,8150,Revolver Case
Jul 03 2023 01: +0,1.528,9064,Revolver Case
Jul 04 2023 01: +0,1.563,9631,Revolver Case
Jul 05 2023 01: +0,1.581,8388,Revolver Case
Jul 06 2023 01: +0,1.66,10364,Revolver Case
Jul 07 2023 01: +0,1.788,15168,Revolver Case
Jul 08 2023 01: +0,1.801,10141,Revolver Case
Jul 09 2023 01: +0,1.777,9819,Revolver Case
Jul 10 2023 01: +0,1.768,10651,Revolver Case
Jul 11 2023 01: +0,1.715,8597,Revolver Case
Jul 12 2023 01: +0,1.68,9643,Revolver Case
Jul 13 2023 01: +0,1.736,10326,Revolver Case
Jul 14 2023 01: +0,1.797,11993,Revolver Case
Jul 15 2023 01: +0,1.852,12452,Revolver Case
Jul 16 2023 01: +0,1.878,8932,Revolver Case
Jul 17 2023 01: +0,1.881,10795,Revolver Case
Jul 18 2023 01: +0,1.863,7244,Revolver Case
Jul 19 2023 01: +0,1.877,9121,Revolver Case
Jul 20 2023 01: +0,1.86,7790,Revolver Case
Jul 21 2023 01: +0,1.834,8976,Revolver Case
Jul 22 2023 01: +0,1.888,7806,Revolver Case
Jul 23 2023 01: +0,1.883,9572,Revolver Case
Jul 24 2023 01: +0,1.896,9409,Revolver Case
Jul 25 2023 01: +0,1.918,9537,Revolver Case
Jul 26 2023 01: +0,1.887,8502,Revolver Case
Jul 27 2023 01: +0,1.906,8009,Revolver Case
Jul 28 2023 01: +0,1.917,9876,Revolver Case
Jul 29 2023 01: +0,1.931,9427,Revolver Case
Jul 30 2023 01: +0,1.904,7895,Revolver Case
Jul 31 2023 01: +0,1.924,6831,Revolver Case
Aug 01 2023 01: +0,1.905,7309,Revolver Case
Aug 02 2023 01: +0,1.872,6715,Revolver Case
Aug 03 2023 01: +0,1.867,8709,Revolver Case
Aug 04 2023 01: +0,1.861,7973,Revolver Case
Aug 05 2023 01: +0,1.867,9684,Revolver Case
Aug 06 2023 01: +0,1.849,8343,Revolver Case
Aug 07 2023 01: +0,1.766,6501,Revolver Case
Aug 08 2023 01: +0,1.761,6122,Revolver Case
Aug 09 2023 01: +0,1.772,7410,Revolver Case
Aug 10 2023 01: +0,1.752,6608,Revolver Case
Aug 11 2023 01: +0,1.745,7676,Revolver Case
Aug 12 2023 01: +0,1.747,8125,Revolver Case
Aug 13 2023 01: +0,1.735,6649,Revolver Case
Aug 14 2023 01: +0,1.746,7775,Revolver Case
Aug 15 2023 01: +0,1.767,8552,Revolver Case
Aug 16 2023 01: +0,1.754,7063,Revolver Case
Aug 17 2023 01: +0,1.761,7275,Revolver Case
Aug 18 2023 01: +0,1.781,8665,Revolver Case
Aug 19 2023 01: +0,1.798,9593,Revolver Case
Aug 20 2023 01: +0,1.794,7458,Revolver Case
Aug 21 2023 01: +0,1.762,6499,Revolver Case
Aug 22 2023 01: +0,1.749,6345,Revolver Case
Aug 23 2023 01: +0,1.715,6563,Revolver Case
Aug 24 2023 01: +0,1.703,8065,Revolver Case
Aug 25 2023 01: +0,1.713,8884,Revolver Case
Aug 26 2023 01: +0,1.72,8816,Revolver Case
Aug 27 2023 01: +0,1.715,6952,Revolver Case
Aug 28 2023 01: +0,1.701,5406,Revolver Case
Aug 29 2023 01: +0,1.703,5525,Revolver Case
Aug 30 2023 01: +0,1.707,6970,Revolver Case
Aug 31 2023 01: +0,1.698,7006,Revolver Case
Sep 01 2023 01: +0,1.738,7461,Revolver Case
Sep 02 2023 01: +0,1.776,8134,Revolver Case
Sep 03 2023 01: +0,1.767,6940,Revolver Case
Sep 04 2023 01: +0,1.729,7735,Revolver Case
Sep 05 2023 01: +0,1.71,6273,Revolver Case
Sep 06 2023 01: +0,1.722,6125,Revolver Case
Sep 07 2023 01: +0,1.74,7177,Revolver Case
Sep 08 2023 01: +0,1.715,8043,Revolver Case
Sep 09 2023 01: +0,1.771,7036,Revolver Case
Sep 10 2023 01: +0,1.767,6781,Revolver Case
Sep 11 2023 01: +0,1.763,6883,Revolver Case
Sep 12 2023 01: +0,1.682,5185,Revolver Case
Sep 13 2023 01: +0,1.743,5621,Revolver Case
Sep 14 2023 01: +0,1.758,5649,Revolver Case
Sep 15 2023 01: +0,1.791,6632,Revolver Case
Sep 16 2023 01: +0,1.765,7975,Revolver Case
Sep 17 2023 01: +0,1.743,6437,Revolver Case
Sep 18 2023 01: +0,1.767,6501,Revolver Case
Sep 19 2023 01: +0,1.79,6897,Revolver Case
Sep 20 2023 01: +0,1.753,6026,Revolver Case
Sep 21 2023 01: +0,1.75,5112,Revolver Case
Sep 22 2023 01: +0,1.76,5127,Revolver Case
Sep 23 2023 01: +0,1.764,5913,Revolver Case
Sep 24 2023 01: +0,1.772,6568,Revolver Case
Sep 25 2023 01: +0,1.767,4753,Revolver Case
Sep 26 2023 01: +0,1.757,5450,Revolver Case
Sep 27 2023 01: +0,1.77,18562,Revolver Case
Sep 28 2023 01: +0,1.879,15484,Revolver Case
Sep 29 2023 01: +0,1.911,13284,Revolver Case
Sep 30 2023 01: +0,1.889,12410,Revolver Case
Oct 01 2023 01: +0,1.872,12810,Revolver Case
Oct 02 2023 01: +0,1.897,10312,Revolver Case
Oct 03 2023 01: +0,1.862,8305,Revolver Case
Oct 04 2023 01: +0,1.861,9759,Revolver Case
Oct 05 2023 01: +0,1.902,10311,Revolver Case
Oct 06 2023 01: +0,1.9,11601,Revolver Case
Oct 07 2023 01: +0,1.927,11437,Revolver Case
Oct 08 2023 01: +0,1.89,10612,Revolver Case
Oct 09 2023 01: +0,1.907,9619,Revolver Case
Oct 10 2023 01: +0,1.905,8368,Revolver Case
Oct 11 2023 01: +0,1.915,8698,Revolver Case
Oct 12 2023 01: +0,1.91,9092,Revolver Case
Oct 13 2023 01: +0,1.923,10132,Revolver Case
Oct 14 2023 01: +0,1.929,10651,Revolver Case
Oct 15 2023 01: +0,1.922,9694,Revolver Case
Oct 16 2023 01: +0,1.917,8571,Revolver Case
Oct 17 2023 01: +0,1.936,8334,Revolver Case
Oct 18 2023 01: +0,1.924,8913,Revolver Case
Oct 19 2023 01: +0,1.921,8769,Revolver Case
Oct 20 2023 01: +0,1.981,10979,Revolver Case
Oct 21 2023 01: +0,1.928,9958,Revolver Case
Oct 22 2023 01: +0,1.946,8456,Revolver Case
Oct 23 2023 01: +0,1.939,8387,Revolver Case
Oct 24 2023 01: +0,1.978,8118,Revolver Case
Oct 25 2023 01: +0,1.987,7701,Revolver Case
Oct 26 2023 01: +0,1.966,7338,Revolver Case
Oct 27 2023 01: +0,1.969,9324,Revolver Case
Oct 28 2023 01: +0,1.956,8993,Revolver Case
Oct 29 2023 01: +0,1.908,7478,Revolver Case
Oct 30 2023 01: +0,1.879,7368,Revolver Case
Oct 31 2023 01: +0,1.899,7176,Revolver Case
Nov 01 2023 01: +0,1.919,7264,Revolver Case
Nov 02 2023 01: +0,1.881,6457,Revolver Case
Nov 03 2023 01: +0,1.97,8393,Revolver Case
Nov 04 2023 01: +0,1.981,7810,Revolver Case
Nov 05 2023 01: +0,1.964,7912,Revolver Case
Nov 06 2023 01: +0,1.956,6926,Revolver Case
Nov 07 2023 01: +0,1.981,5813,Revolver Case
Nov 08 2023 01: +0,1.964,5739,Revolver Case
Nov 09 2023 01: +0,1.946,5895,Revolver Case
Nov 10 2023 01: +0,1.94,6059,Revolver Case
Nov 11 2023 01: +0,1.942,5349,Revolver Case
Nov 12 2023 01: +0,1.895,5337,Revolver Case
Nov 13 2023 01: +0,1.847,4927,Revolver Case
Nov 14 2023 01: +0,1.804,4699,Revolver Case
Nov 15 2023 01: +0,1.767,4871,Revolver Case
Nov 16 2023 01: +0,1.681,4589,Revolver Case
Nov 17 2023 01: +0,1.648,5359,Revolver Case
Nov 18 2023 01: +0,1.717,6287,Revolver Case
Nov 19 2023 01: +0,1.698,4778,Revolver Case
Nov 20 2023 01: +0,1.665,4051,Revolver Case
Nov 21 2023 01: +0,1.663,4128,Revolver Case
Nov 22 2023 01: +0,1.607,5672,Revolver Case
Nov 23 2023 01: +0,1.609,5632,Revolver Case
Nov 24 2023 01: +0,1.6,5474,Revolver Case
Nov 25 2023 01: +0,1.601,5180,Revolver Case
Nov 26 2023 01: +0,1.585,5472,Revolver Case
Nov 27 2023 01: +0,1.547,4346,Revolver Case
Nov 28 2023 01: +0,1.589,4901,Revolver Case
Nov 29 2023 01: +0,1.63,4284,Revolver Case
Nov 30 2023 01: +0,1.692,4368,Revolver Case
Dec 01 2023 01: +0,1.743,4555,Revolver Case
Dec 02 2023 01: +0,1.738,4266,Revolver Case
Dec 03 2023 01: +0,1.778,4572,Revolver Case
Dec 04 2023 01: +0,1.765,3965,Revolver Case
Dec 05 2023 01: +0,1.758,3858,Revolver Case
Dec 06 2023 01: +0,1.738,3944,Revolver Case
Dec 07 2023 01: +0,1.747,4348,Revolver Case
Dec 08 2023 01: +0,1.757,4957,Revolver Case
Dec 09 2023 01: +0,1.749,4947,Revolver Case
Dec 10 2023 01: +0,1.754,5350,Revolver Case
Dec 11 2023 01: +0,1.754,3879,Revolver Case
Dec 12 2023 01: +0,1.755,3416,Revolver Case
Dec 13 2023 01: +0,1.747,4069,Revolver Case
Dec 14 2023 01: +0,1.785,5031,Revolver Case
Dec 15 2023 01: +0,1.768,4866,Revolver Case
Dec 16 2023 01: +0,1.74,4845,Revolver Case
Dec 17 2023 01: +0,1.755,5052,Revolver Case
Dec 18 2023 01: +0,1.719,3449,Revolver Case
Dec 19 2023 01: +0,1.721,3949,Revolver Case
Dec 20 2023 01: +0,1.708,4361,Revolver Case
Dec 21 2023 01: +0,1.676,4972,Revolver Case
Dec 22 2023 01: +0,1.672,5700,Revolver Case
Dec 23 2023 01: +0,1.678,4697,Revolver Case
Dec 24 2023 01: +0,1.692,4706,Revolver Case
Dec 25 2023 01: +0,1.699,4596,Revolver Case
Dec 26 2023 01: +0,1.69,4795,Revolver Case
Dec 27 2023 01: +0,1.664,5876,Revolver Case
Dec 28 2023 01: +0,1.693,5676,Revolver Case
Dec 29 2023 01: +0,1.716,6585,Revolver Case
Dec 30 2023 01: +0,1.7,5003,Revolver Case
Dec 31 2023 01: +0,1.71,5625,Revolver Case
Jan 01 2024 01: +0,1.725,13502,Revolver Case
Jan 02 2024 01: +0,1.638,4103,Revolver Case
Jan 03 2024 01: +0,1.615,4531,Revolver Case
Jan 04 2024 01: +0,1.611,4883,Revolver Case
Jan 05 2024 01: +0,1.678,4851,Revolver Case
Jan 06 2024 01: +0,1.695,4866,Revolver Case
Jan 07 2024 01: +0,1.654,4277,Revolver Case
Jan 08 2024 01: +0,1.681,3874,Revolver Case
Jan 09 2024 01: +0,1.68,3857,Revolver Case
Jan 10 2024 01: +0,1.642,3499,Revolver Case
Jan 11 2024 01: +0,1.659,5328,Revolver Case
Jan 12 2024 01: +0,1.665,4701,Revolver Case
Jan 13 2024 01: +0,1.665,4509,Revolver Case
Jan 14 2024 01: +0,1.624,3549,Revolver Case
Jan 15 2024 01: +0,1.661,4140,Revolver Case
Jan 16 2024 01: +0,1.703,3926,Revolver Case
Jan 17 2024 01: +0,1.633,3563,Revolver Case
Jan 18 2024 01: +0,1.656,3810,Revolver Case
Jan 19 2024 01: +0,1.632,4671,Revolver Case
Jan 20 2024 01: +0,1.617,5484,Revolver Case
Jan 21 2024 01: +0,1.566,5258,Revolver Case
Jan 22 2024 01: +0,1.507,5052,Revolver Case
Jan 23 2024 01: +0,1.473,4341,Revolver Case
Jan 24 2024 01: +0,1.453,4837,Revolver Case
Jan 25 2024 01: +0,1.458,4757,Revolver Case
Jan 26 2024 01: +0,1.483,4725,Revolver Case
Jan 27 2024 01: +0,1.464,5754,Revolver Case
Jan 28 2024 01: +0,1.416,6195,Revolver Case
Jan 29 2024 01: +0,1.445,4140,Revolver Case
Jan 30 2024 01: +0,1.429,4829,Revolver Case
Jan 31 2024 01: +0,1.525,6453,Revolver Case
Feb 01 2024 01: +0,1.551,5418,Revolver Case
Feb 02 2024 01: +0,1.586,5387,Revolver Case
Feb 03 2024 01: +0,1.607,5097,Revolver Case
Feb 04 2024 01: +0,1.598,5046,Revolver Case
Feb 05 2024 01: +0,1.576,3837,Revolver Case
Feb 06 2024 01: +0,1.563,4197,Revolver Case
Feb 07 2024 01: +0,1.482,6041,Revolver Case
Feb 08 2024 01: +0,1.445,4805,Revolver Case
Feb 09 2024 01: +0,1.494,6385,Revolver Case
Feb 10 2024 01: +0,1.511,5500,Revolver Case
Feb 11 2024 01: +0,1.444,6365,Revolver Case
Feb 12 2024 01: +0,1.525,5340,Revolver Case
Feb 13 2024 01: +0,1.502,4484,Revolver Case
Feb 14 2024 01: +0,1.449,4665,Revolver Case
Feb 15 2024 01: +0,1.509,5093,Revolver Case
Feb 16 2024 01: +0,1.525,6603,Revolver Case
Feb 17 2024 01: +0,1.526,6320,Revolver Case
Feb 18 2024 01: +0,1.509,6049,Revolver Case
Feb 19 2024 01: +0,1.523,4435,Revolver Case
Feb 20 2024 01: +0,1.524,5105,Revolver Case
Feb 21 2024 01: +0,1.502,4444,Revolver Case
Feb 22 2024 01: +0,1.518,4531,Revolver Case
Feb 23 2024 01: +0,1.573,5780,Revolver Case
Feb 24 2024 01: +0,1.608,5120,Revolver Case
Feb 25 2024 01: +0,1.621,5452,Revolver Case
Feb 26 2024 01: +0,1.595,4856,Revolver Case
Feb 27 2024 01: +0,1.622,4454,Revolver Case
Feb 28 2024 01: +0,1.59,4628,Revolver Case
Feb 29 2024 01: +0,1.641,4564,Revolver Case
Mar 01 2024 01: +0,1.673,5663,Revolver Case
Mar 02 2024 01: +0,1.649,5939,Revolver Case
Mar 03 2024 01: +0,1.636,5195,Revolver Case
Mar 04 2024 01: +0,1.628,3821,Revolver Case
Mar 05 2024 01: +0,1.587,4135,Revolver Case
Mar 06 2024 01: +0,1.582,3493,Revolver Case
Mar 07 2024 01: +0,1.585,3444,Revolver Case
Mar 08 2024 01: +0,1.628,4584,Revolver Case
Mar 09 2024 01: +0,1.635,4726,Revolver Case
Mar 10 2024 01: +0,1.609,3615,Revolver Case
Mar 11 2024 01: +0,1.609,4093,Revolver Case
Mar 12 2024 01: +0,1.588,3446,Revolver Case
Mar 13 2024 01: +0,1.585,3845,Revolver Case
Mar 14 2024 01: +0,1.493,4862,Revolver Case
Mar 15 2024 01: +0,1.492,4595,Revolver Case
Mar 16 2024 01: +0,1.494,4711,Revolver Case
Mar 17 2024 01: +0,1.497,4238,Revolver Case
Mar 18 2024 01: +0,1.494,3435,Revolver Case
Mar 19 2024 01: +0,1.477,3548,Revolver Case
Mar 20 2024 01: +0,1.447,4496,Revolver Case
Mar 21 2024 01: +0,1.464,3877,Revolver Case
Mar 22 2024 01: +0,1.526,4194,Revolver Case
Mar 23 2024 01: +0,1.53,3639,Revolver Case
Mar 24 2024 01: +0,1.52,2998,Revolver Case
Mar 25 2024 01: +0,1.513,3552,Revolver Case
Mar 26 2024 01: +0,1.511,2727,Revolver Case
Mar 27 2024 01: +0,1.545,4856,Revolver Case
Mar 28 2024 01: +0,1.544,4901,Revolver Case
Mar 29 2024 01: +0,1.565,5715,Revolver Case
Mar 30 2024 01: +0,1.603,4378,Revolver Case
Mar 31 2024 01: +0,1.571,4405,Revolver Case
Apr 01 2024 01: +0,1.54,4438,Revolver Case
Apr 02 2024 01: +0,1.62,4428,Revolver Case
Apr 03 2024 01: +0,1.62,3698,Revolver Case
Apr 04 2024 01: +0,1.66,4664,Revolver Case
Apr 05 2024 01: +0,1.706,5552,Revolver Case
Apr 06 2024 01: +0,1.724,4997,Revolver Case
Apr 07 2024 01: +0,1.725,5327,Revolver Case
Apr 08 2024 01: +0,1.735,4112,Revolver Case
Apr 09 2024 01: +0,1.741,3956,Revolver Case
Apr 10 2024 01: +0,1.737,3898,Revolver Case
Apr 11 2024 01: +0,1.696,4030,Revolver Case
Apr 12 2024 01: +0,1.73,4078,Revolver Case
Apr 13 2024 01: +0,1.725,4727,Revolver Case
Apr 14 2024 01: +0,1.743,4417,Revolver Case
Apr 15 2024 01: +0,1.741,3672,Revolver Case
Apr 16 2024 01: +0,1.724,3100,Revolver Case
Apr 17 2024 01: +0,1.7,2946,Revolver Case
Apr 18 2024 01: +0,1.671,3404,Revolver Case
Apr 19 2024 01: +0,1.717,4032,Revolver Case
Apr 20 2024 01: +0,1.712,4898,Revolver Case
Apr 21 2024 01: +0,1.716,3734,Revolver Case
Apr 22 2024 01: +0,1.68,4028,Revolver Case
Apr 23 2024 01: +0,1.722,3639,Revolver Case
Apr 24 2024 01: +0,1.699,3355,Revolver Case
Apr 25 2024 01: +0,1.708,3429,Revolver Case
Apr 26 2024 01: +0,1.694,4495,Revolver Case
Apr 27 2024 01: +0,1.734,5024,Revolver Case
Apr 28 2024 01: +0,1.704,6342,Revolver Case
Apr 29 2024 01: +0,1.654,3503,Revolver Case
Apr 30 2024 01: +0,1.695,3285,Revolver Case
May 01 2024 01: +0,1.702,3278,Revolver Case
May 02 2024 01: +0,1.732,4488,Revolver Case
May 03 2024 01: +0,1.706,3818,Revolver Case
May 04 2024 01: +0,1.758,4169,Revolver Case
May 05 2024 01: +0,1.728,4587,Revolver Case
May 06 2024 01: +0,1.719,3412,Revolver Case
May 07 2024 01: +0,1.756,4124,Revolver Case
May 08 2024 01: +0,1.755,4293,Revolver Case
May 09 2024 01: +0,1.748,3567,Revolver Case
May 10 2024 01: +0,1.788,3484,Revolver Case
May 11 2024 01: +0,1.779,3827,Revolver Case
May 12 2024 01: +0,1.804,3391,Revolver Case
May 13 2024 01: +0,1.777,3044,Revolver Case
May 14 2024 01: +0,1.776,5031,Revolver Case
May 15 2024 01: +0,1.764,3686,Revolver Case
May 16 2024 01: +0,1.813,4321,Revolver Case
May 17 2024 01: +0,1.813,4341,Revolver Case
May 18 2024 01: +0,1.78,4168,Revolver Case
May 19 2024 01: +0,1.767,3739,Revolver Case
May 20 2024 01: +0,1.762,3601,Revolver Case
May 21 2024 01: +0,1.755,2899,Revolver Case
May 22 2024 01: +0,1.737,2670,Revolver Case
May 23 2024 01: +0,1.693,3618,Revolver Case
May 24 2024 01: +0,1.678,4544,Revolver Case
May 25 2024 01: +0,1.665,4094,Revolver Case
May 26 2024 01: +0,1.679,5011,Revolver Case
May 27 2024 01: +0,1.693,3793,Revolver Case
May 28 2024 01: +0,1.718,3516,Revolver Case
May 29 2024 01: +0,1.707,3030,Revolver Case
May 30 2024 01: +0,1.69,4304,Revolver Case
